วันที่เกิดเหตุ,จังหวัด,จำนวนอุบัติเหตุ
2024-03-18,นครพนม,0
2024-03-18,ชลบุรี,5
2024-03-18,จันทบุรี,2
2024-03-18,ขอนแก่น,0
2024-03-18,กำแพงเพชร,0
2024-03-18,กาฬสินธุ์,0
2024-03-18,กาญจนบุรี,1
2024-03-18,กรุงเทพมหานคร,8
2024-03-18,ราชบุรี,1
2024-03-18,ฉะเชิงเทรา,1
2024-03-18,นครราชสีมา,2
2024-03-18,กระบี่,1
2024-03-18,นครสวรรค์,2
2024-03-18,นครศรีธรรมราช,1
2024-03-18,มุกดาหาร,0
2024-03-18,มหาสารคาม,1
2024-03-18,ภูเก็ต,0
2024-03-18,พิษณุโลก,0
2024-03-18,พิจิตร,0
2024-03-18,พัทลุง,0
2024-03-18,พะเยา,0
2024-03-18,ยโสธร,0
2024-03-18,ปัตตานี,0
2024-03-18,ปราจีนบุรี,1
2024-03-18,ประจวบคีรีขันธ์,1
2024-03-18,ปทุมธานี,1
2024-03-18,บุรีรัมย์,0
2024-03-18,บึงกาฬ,1
2024-03-18,น่าน,0
2024-03-18,นนทบุรี,1
2024-03-19,หนองบัวลำภู,0
2024-03-19,หนองคาย,0
2024-03-19,สุโขทัย,3
2024-03-19,สุรินทร์,1
2024-03-19,สุราษฎร์ธานี,0
2024-03-19,สุพรรณบุรี,1
2024-03-19,สิงห์บุรี,0
2024-03-19,สมุทรปราการ,0
2024-03-19,สระบุรี,1
2024-03-19,สมุทรสาคร,0
2024-03-19,ลำพูน,0
2024-03-19,สตูล,0
2024-03-19,สงขลา,1
2024-03-19,สกลนคร,3
2024-03-19,ศรีสะเกษ,1
2024-03-19,อยุธยา,0
2024-03-19,สระแก้ว,1
2024-03-19,อำนาจเจริญ,0
2024-03-19,เพชรบูรณ์,3
2024-03-19,อุตรดิตถ์,1
2024-03-19,ลำปาง,1
2024-03-19,พังงา,0
2024-03-19,สมุทรสงคราม,1
2024-03-19,ระนอง,0
2024-03-19,ยะลา,1
2024-03-19,นราธิวาส,0
2024-03-19,ชัยภูมิ,1
2024-03-19,อุดรธานี,0
2024-03-19,แม่ฮ่องสอน,0
2024-03-19,เลย,1
2024-03-19,เพชรบุรี,0
2024-03-19,เชียงใหม่,2
2024-03-19,เชียงราย,1
2024-03-19,อ่างทอง,0
2024-03-19,อุบลราชธานี,1
2024-03-19,อุทัยธานี,0
2024-03-19,แพร่,7
2024-03-19,ลพบุรี,0
2024-03-19,ชัยนาท,1
2024-03-19,ราชบุรี,1
2024-03-19,นครพนม,0
2024-03-19,นครปฐม,1
2024-03-19,นครนายก,0
2024-03-19,ตาก,2
2024-03-19,ตราด,1
2024-03-19,ตรัง,0
2024-03-19,ชุมพร,0
2024-03-19,นครราชสีมา,8
2024-03-19,ชลบุรี,7
2024-03-19,จันทบุรี,1
2024-03-19,ขอนแก่น,1
2024-03-19,กำแพงเพชร,3
2024-03-19,กาฬสินธุ์,0
2024-03-19,กาญจนบุรี,2
2024-03-19,กรุงเทพมหานคร,6
2024-03-19,ร้อยเอ็ด,1
2024-03-19,ฉะเชิงเทรา,2
2024-03-19,นครศรีธรรมราช,1
2024-03-19,กระบี่,0
2024-03-19,นนทบุรี,0
2024-03-19,นครสวรรค์,1
2024-03-19,ยโสธร,0
2024-03-19,มุกดาหาร,0
2024-03-19,มหาสารคาม,4
2024-03-19,ภูเก็ต,1
2024-03-19,พิษณุโลก,0
2024-03-19,พิจิตร,1
2024-03-19,พัทลุง,1
2024-03-19,ระยอง,0
2024-03-19,ปัตตานี,0
2024-03-19,ปราจีนบุรี,1
2024-03-19,ประจวบคีรีขันธ์,1
2024-03-19,ปทุมธานี,1
2024-03-19,บุรีรัมย์,1
2024-03-19,บึงกาฬ,1
2024-03-19,พะเยา,2
2024-03-19,น่าน,0
2024-03-20,ลำพูน,0
2024-03-20,หนองบัวลำภู,0
2024-03-20,หนองคาย,0
2024-03-20,สุโขทัย,1
2024-03-20,สุรินทร์,2
2024-03-20,สุราษฎร์ธานี,1
2024-03-20,สุพรรณบุรี,1
2024-03-20,สิงห์บุรี,1
2024-03-20,สมุทรปราการ,3
2024-03-20,สระบุรี,0
2024-03-20,สมุทรสาคร,2
2024-03-20,สตูล,0
2024-03-20,สงขลา,0
2024-03-20,สกลนคร,1
2024-03-20,ศรีสะเกษ,1
2024-03-20,อยุธยา,1
2024-03-20,สระแก้ว,2
2024-03-20,อำนาจเจริญ,1
2024-03-20,เพชรบูรณ์,2
2024-03-20,อุตรดิตถ์,1
2024-03-20,ลำปาง,1
2024-03-20,พังงา,1
2024-03-20,สมุทรสงคราม,2
2024-03-20,ระนอง,0
2024-03-20,ยะลา,3
2024-03-20,นราธิวาส,0
2024-03-20,ชัยภูมิ,0
2024-03-20,อุดรธานี,1
2024-03-20,แม่ฮ่องสอน,0
2024-03-20,เลย,0
2024-03-20,เพชรบุรี,6
2024-03-20,เชียงใหม่,4
2024-03-20,เชียงราย,2
2024-03-20,อ่างทอง,1
2024-03-20,อุบลราชธานี,1
2024-03-20,อุทัยธานี,2
2024-03-20,แพร่,0
2024-03-20,ลพบุรี,0
2024-03-20,ชัยนาท,0
2024-03-20,ราชบุรี,2
2024-03-20,นครพนม,0
2024-03-20,นครปฐม,2
2024-03-20,นครนายก,0
2024-03-20,ตาก,2
2024-03-20,ตราด,0
2024-03-20,ตรัง,1
2024-03-20,ชุมพร,1
2024-03-20,ชลบุรี,9
2024-03-20,ฉะเชิงเทรา,1
2024-03-20,จันทบุรี,1
2024-03-20,ขอนแก่น,2
2024-03-20,กำแพงเพชร,1
2024-03-20,กาฬสินธุ์,1
2024-03-20,กาญจนบุรี,1
2024-03-20,กรุงเทพมหานคร,14
2024-03-20,นครราชสีมา,6
2024-03-20,นครศรีธรรมราช,4
2024-03-20,กระบี่,0
2024-03-20,นนทบุรี,0
2024-03-20,นครสวรรค์,0
2024-03-20,ระยอง,1
2024-03-20,ยโสธร,0
2024-03-20,มุกดาหาร,0
2024-03-20,มหาสารคาม,1
2024-03-20,ภูเก็ต,0
2024-03-20,พิษณุโลก,0
2024-03-20,พิจิตร,0
2024-03-20,พัทลุง,1
2024-03-20,ร้อยเอ็ด,0
2024-03-20,พะเยา,0
2024-03-20,ปัตตานี,0
2024-03-20,ปราจีนบุรี,0
2024-03-20,ประจวบคีรีขันธ์,3
2024-03-20,ปทุมธานี,5
2024-03-20,บุรีรัมย์,0
2024-03-20,บึงกาฬ,2
2024-03-20,น่าน,0
2024-03-21,หนองคาย,1
2024-03-21,สุโขทัย,1
2024-03-21,สุรินทร์,2
2024-03-21,สุราษฎร์ธานี,0
2024-03-21,สุพรรณบุรี,0
2024-03-21,สิงห์บุรี,0
2024-03-21,สระแก้ว,0
2024-03-21,สตูล,0
2024-03-21,สมุทรสาคร,3
2024-03-21,สมุทรปราการ,0
2024-03-21,หนองบัวลำภู,0
2024-03-21,สงขลา,2
2024-03-21,สกลนคร,0
2024-03-21,ศรีสะเกษ,1
2024-03-21,ลำพูน,0
2024-03-21,ลำปาง,1
2024-03-21,สระบุรี,1
2024-03-21,อยุธยา,0
2024-03-21,อุทัยธานี,0
2024-03-21,อุดรธานี,1
2024-03-21,ลพบุรี,1
2024-03-21,สมุทรสงคราม,0
2024-03-21,ระนอง,0
2024-03-21,ยะลา,1
2024-03-21,นราธิวาส,0
2024-03-21,ชัยภูมิ,0
2024-03-21,แม่ฮ่องสอน,0
2024-03-21,อำนาจเจริญ,0
2024-03-21,แพร่,0
2024-03-21,เพชรบูรณ์,2
2024-03-21,เชียงใหม่,2
2024-03-21,เชียงราย,0
2024-03-21,อ่างทอง,0
2024-03-21,อุบลราชธานี,0
2024-03-21,พังงา,0
2024-03-21,อุตรดิตถ์,0
2024-03-21,เลย,1
2024-03-21,เพชรบุรี,0
2024-03-21,ร้อยเอ็ด,0
2024-03-21,ระยอง,1
2024-03-21,นครปฐม,1
2024-03-21,นครนายก,0
2024-03-21,ตาก,1
2024-03-21,ตราด,0
2024-03-21,ตรัง,1
2024-03-21,ชุมพร,3
2024-03-21,ชลบุรี,3
2024-03-21,นครพนม,0
2024-03-21,ฉะเชิงเทรา,1
2024-03-21,ขอนแก่น,2
2024-03-21,กำแพงเพชร,0
2024-03-21,กาฬสินธุ์,0
2024-03-21,กาญจนบุรี,0
2024-03-21,กรุงเทพมหานคร,6
2024-03-21,กระบี่,0
2024-03-21,ราชบุรี,0
2024-03-21,จันทบุรี,0
2024-03-21,นครราชสีมา,3
2024-03-21,ชัยนาท,0
2024-03-21,นครสวรรค์,0
2024-03-21,นครศรีธรรมราช,2
2024-03-21,มุกดาหาร,0
2024-03-21,มหาสารคาม,1
2024-03-21,ภูเก็ต,0
2024-03-21,พิษณุโลก,1
2024-03-21,พิจิตร,0
2024-03-21,พัทลุง,0
2024-03-21,พะเยา,0
2024-03-21,ยโสธร,0
2024-03-21,ปราจีนบุรี,1
2024-03-21,ประจวบคีรีขันธ์,1
2024-03-21,ปทุมธานี,0
2024-03-21,บุรีรัมย์,0
2024-03-21,บึงกาฬ,0
2024-03-21,น่าน,0
2024-03-21,นนทบุรี,0
2024-03-21,ปัตตานี,0
2024-03-22,หนองบัวลำภู,1
2024-03-22,หนองคาย,0
2024-03-22,สุโขทัย,2
2024-03-22,สุรินทร์,0
2024-03-22,สุราษฎร์ธานี,0
2024-03-22,สุพรรณบุรี,1
2024-03-22,สิงห์บุรี,0
2024-03-22,สระแก้ว,0
2024-03-22,สงขลา,2
2024-03-22,สมุทรปราการ,2
2024-03-22,สตูล,0
2024-03-22,สกลนคร,0
2024-03-22,ศรีสะเกษ,0
2024-03-22,ลำพูน,0
2024-03-22,ลำปาง,0
2024-03-22,อยุธยา,3
2024-03-22,สมุทรสาคร,1
2024-03-22,อำนาจเจริญ,1
2024-03-22,ลพบุรี,0
2024-03-22,อุตรดิตถ์,1
2024-03-22,พังงา,1
2024-03-22,สมุทรสงคราม,0
2024-03-22,ระนอง,0
2024-03-22,ยะลา,0
2024-03-22,นราธิวาส,1
2024-03-22,ชัยภูมิ,0
2024-03-22,แม่ฮ่องสอน,0
2024-03-22,อุดรธานี,0
2024-03-22,แพร่,2
2024-03-22,เพชรบูรณ์,3
2024-03-22,เพชรบุรี,1
2024-03-22,เชียงใหม่,4
2024-03-22,เชียงราย,2
2024-03-22,อ่างทอง,0
2024-03-22,อุบลราชธานี,1
2024-03-22,อุทัยธานี,0
2024-03-22,เลย,0
2024-03-22,ร้อยเอ็ด,1
2024-03-22,สระบุรี,1
2024-03-22,ระยอง,1
2024-03-22,นครพนม,0
2024-03-22,นครปฐม,0
2024-03-22,นครนายก,1
2024-03-22,ตาก,2
2024-03-22,ตราด,1
2024-03-22,ตรัง,4
2024-03-22,ชุมพร,0
2024-03-22,นครราชสีมา,2
2024-03-22,ชัยนาท,0
2024-03-22,ฉะเชิงเทรา,1
2024-03-22,จันทบุรี,1
2024-03-22,ขอนแก่น,2
2024-03-22,กำแพงเพชร,0
2024-03-22,กาฬสินธุ์,0
2024-03-22,กาญจนบุรี,0
2024-03-22,กรุงเทพมหานคร,12
2024-03-22,ชลบุรี,6
2024-03-22,นครศรีธรรมราช,1
2024-03-22,กระบี่,0
2024-03-22,นนทบุรี,1
2024-03-22,ยโสธร,0
2024-03-22,มุกดาหาร,0
2024-03-22,มหาสารคาม,1
2024-03-22,ภูเก็ต,0
2024-03-22,นครสวรรค์,1
2024-03-22,พิจิตร,0
2024-03-22,พัทลุง,0
2024-03-22,พะเยา,0
2024-03-22,พิษณุโลก,0
2024-03-22,ปัตตานี,0
2024-03-22,ปราจีนบุรี,0
2024-03-22,ประจวบคีรีขันธ์,0
2024-03-22,ปทุมธานี,4
2024-03-22,บุรีรัมย์,0
2024-03-22,บึงกาฬ,1
2024-03-22,น่าน,0
2024-03-22,ราชบุรี,0
2024-03-23,หนองบัวลำภู,1
2024-03-23,หนองคาย,0
2024-03-23,สุโขทัย,4
2024-03-23,สุรินทร์,0
2024-03-23,สุราษฎร์ธานี,1
2024-03-23,สุพรรณบุรี,3
2024-03-23,สิงห์บุรี,1
2024-03-23,ลำพูน,0
2024-03-23,สระบุรี,0
2024-03-23,สมุทรสาคร,0
2024-03-23,สมุทรปราการ,2
2024-03-23,สตูล,0
2024-03-23,สงขลา,0
2024-03-23,สกลนคร,1
2024-03-23,ศรีสะเกษ,1
2024-03-23,อยุธยา,1
2024-03-23,สระแก้ว,1
2024-03-23,อำนาจเจริญ,0
2024-03-23,เพชรบูรณ์,1
2024-03-23,อุตรดิตถ์,0
2024-03-23,ลำปาง,0
2024-03-23,พังงา,0
2024-03-23,สมุทรสงคราม,1
2024-03-23,ระนอง,0
2024-03-23,ยะลา,1
2024-03-23,นราธิวาส,1
2024-03-23,ชัยภูมิ,1
2024-03-23,อุดรธานี,1
2024-03-23,แม่ฮ่องสอน,0
2024-03-23,เลย,1
2024-03-23,เพชรบุรี,1
2024-03-23,เชียงใหม่,2
2024-03-23,เชียงราย,1
2024-03-23,อ่างทอง,0
2024-03-23,อุบลราชธานี,1
2024-03-23,อุทัยธานี,0
2024-03-23,แพร่,0
2024-03-23,ลพบุรี,0
2024-03-23,ร้อยเอ็ด,0
2024-03-23,ราชบุรี,0
2024-03-23,นครพนม,1
2024-03-23,นครปฐม,1
2024-03-23,นครนายก,0
2024-03-23,ตาก,0
2024-03-23,ตราด,1
2024-03-23,ตรัง,0
2024-03-23,ชุมพร,1
2024-03-23,นครราชสีมา,2
2024-03-23,ชัยนาท,5
2024-03-23,ฉะเชิงเทรา,2
2024-03-23,จันทบุรี,0
2024-03-23,ขอนแก่น,0
2024-03-23,กำแพงเพชร,0
2024-03-23,กาฬสินธุ์,2
2024-03-23,กาญจนบุรี,0
2024-03-23,กรุงเทพมหานคร,9
2024-03-23,ชลบุรี,3
2024-03-23,นครศรีธรรมราช,1
2024-03-23,กระบี่,0
2024-03-23,นนทบุรี,0
2024-03-23,ระยอง,0
2024-03-23,ยโสธร,0
2024-03-23,มุกดาหาร,1
2024-03-23,มหาสารคาม,1
2024-03-23,นครสวรรค์,0
2024-03-23,พิษณุโลก,0
2024-03-23,พิจิตร,0
2024-03-23,พัทลุง,1
2024-03-23,ภูเก็ต,1
2024-03-23,ปัตตานี,0
2024-03-23,ปราจีนบุรี,3
2024-03-23,ประจวบคีรีขันธ์,0
2024-03-23,ปทุมธานี,1
2024-03-23,บุรีรัมย์,0
2024-03-23,บึงกาฬ,0
2024-03-23,น่าน,1
2024-03-23,พะเยา,1
2024-03-24,หนองคาย,0
2024-03-24,สุโขทัย,1
2024-03-24,สุรินทร์,1
2024-03-24,สุราษฎร์ธานี,0
2024-03-24,สุพรรณบุรี,2
2024-03-24,สิงห์บุรี,0
2024-03-24,สระแก้ว,1
2024-03-24,ลำปาง,2
2024-03-24,สมุทรสาคร,1
2024-03-24,สมุทรปราการ,2
2024-03-24,สตูล,0
2024-03-24,สงขลา,0
2024-03-24,สกลนคร,0
2024-03-24,ศรีสะเกษ,0
2024-03-24,ลำพูน,0
2024-03-24,หนองบัวลำภู,0
2024-03-24,สระบุรี,1
2024-03-24,อยุธยา,2
2024-03-24,เพชรบุรี,0
2024-03-24,อุดรธานี,0
